Номенклатура;Дата;Количество;Цена;Сумма;НДС;Контрагент;Организация
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-08 11:27:26;88.0;148.03;6513.41;1085.57;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-04 23:59:57;304.0;129.22;19641.44;3273.57;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-04 19:50:18;304.0;148.03;22500.86;3750.14;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-02 23:59:57;232.0;129.22;14989.52;2498.25;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-02 07:14:51;232.0;148.03;17171.71;2861.95;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-01 23:59:57;568.0;129.22;36698.48;6116.41;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-01 18:14:41;304.0;148.03;22500.86;3750.14;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-01 16:31:49;104.0;148.03;7697.66;1282.94;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-10-01 16:31:46;160.0;150.41;12032.64;2005.44;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-27 23:59:57;376.0;129.22;24293.36;4048.89;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-27 14:06:52;376.0;148.03;27830.02;4638.34;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-25 23:59:57;184.0;129.22;11888.24;1981.37;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-25 01:02:44;184.0;148.03;13618.94;2269.82;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-24 23:59:57;808.0;129.22;52204.88;8700.81;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-24 18:10:16;232.0;148.03;17171.71;2861.95;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-24 14:15:45;264.0;150.41;19853.86;3308.98;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-24 11:40:32;344.0;196.9;33866.11;5644.35;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-24 11:40:28;72.0;148.03;5329.15;888.19;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-20 23:59:57;336.0;129.22;21708.96;3618.16;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-20 11:20:46;336.0;148.03;24869.38;4144.9;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-09-17 23:59:57;480.0;129.22;31012.8;5168.8;ВРА-М ООО;"ООО ""7 Утра"""
